BMW,KIA,label
203,39,느림
12,111,보통
217,135,보통
35,123,보통
134,177,빠름
109,55,보통
53,65,보통
22,99,보통
39,73,보통
124,115,보통
46,80,보통
183,196,빠름
36,137,보통
157,168,빠름
90,135,보통
77,159,빠름
3,55,보통
180,131,보통
40,184,빠름
1,169,빠름
17,120,보통
174,144,보통
147,3,느림
94,166,빠름
224,107,보통
216,74,보통
129,56,보통
123,93,보통
40,109,보통
122,183,빠름
17,95,보통
21,21,느림
128,65,보통
69,64,보통
152,3,느림
156,58,보통
174,70,보통
73,100,보통
126,96,보통
97,187,빠름
167,151,빠름
0,33,느림
122,25,느림
51,15,느림
146,49,느림
89,10,느림
108,80,보통
239,89,보통
228,165,빠름
38,190,빠름
180,80,보통
210,168,빠름
199,168,빠름
23,50,보통
19,55,보통
121,145,보통
97,77,보통
211,133,보통
105,132,보통
25,107,보통
29,148,보통
60,7,느림
159,40,느림
43,136,보통
129,159,빠름
197,176,빠름
47,128,보통
40,22,느림
7,85,보통
46,150,빠름
42,60,보통
27,8,느림
220,150,빠름
13,27,느림
170,20,느림
148,43,느림
121,125,보통
67,12,느림
191,5,느림
6,0,느림
30,53,보통
48,166,빠름
33,49,느림
164,18,느림
64,166,빠름
222,175,빠름
52,42,느림
242,66,보통
199,109,보통
190,40,느림
232,164,빠름
240,130,보통
219,153,빠름
150,13,느림
18,25,느림
124,120,보통
246,179,빠름
87,55,보통
76,73,보통
140,126,보통
156,65,보통
113,5,느림
157,8,느림
234,77,보통
226,38,느림
216,133,보통
164,199,빠름
49,54,보통
153,126,보통
7,144,보통
232,98,보통
13,9,느림
144,78,보통
136,49,느림
208,31,느림
98,84,보통
105,45,느림
230,112,보통
199,11,느림
22,41,느림
99,16,느림
141,3,느림
169,70,보통
245,172,빠름
115,199,빠름
158,49,느림
108,94,보통
147,5,느림
103,106,보통
170,93,보통
191,9,느림
14,169,빠름
94,29,느림
93,60,보통
101,141,보통
71,141,보통
185,66,보통
22,122,보통
208,19,느림
168,47,느림
218,122,보통
149,200,빠름
164,188,빠름
142,191,빠름
27,153,빠름
15,188,빠름
18,79,보통
214,91,보통
142,10,느림
211,173,빠름
76,55,보통
235,191,빠름
87,82,보통
145,5,느림
154,75,보통
93,52,보통
224,181,빠름
212,81,보통
247,152,빠름
182,103,보통
177,39,느림
124,195,빠름
203,23,느림
242,67,보통
168,53,보통
107,191,빠름
243,141,보통
95,76,보통
142,22,느림
97,52,보통
233,41,느림
25,165,빠름
29,24,느림
119,0,느림
195,48,느림
116,146,보통
5,175,빠름
217,36,느림
110,91,보통
166,193,빠름
62,99,보통
42,75,보통
19,152,빠름
103,117,보통
141,14,느림
132,132,보통
132,94,보통
72,131,보통
36,128,보통
9,171,빠름
126,76,보통
21,12,느림
47,179,빠름
162,123,보통
54,91,보통
142,194,빠름
133,192,빠름
95,93,보통
144,122,보통
216,74,보통
180,102,보통
234,36,느림
123,192,빠름
152,116,보통
141,14,느림
16,139,보통
0,70,느림
89,58,보통
175,72,보통
142,48,느림
173,11,느림
163,133,보통
200,175,빠름
130,149,보통
51,84,보통
81,119,보통
217,178,빠름
46,181,빠름
86,173,빠름
228,25,느림
169,21,느림
108,0,느림
208,120,보통
249,69,보통
135,23,느림
2,158,빠름
216,183,빠름
183,1,느림
40,141,보통
229,25,느림
22,132,보통
233,64,보통
108,17,느림
27,23,느림
50,148,보통
85,25,느림
31,174,빠름
147,178,빠름
96,76,보통
54,15,느림
206,76,보통
234,71,보통
3,79,보통
181,168,빠름
250,151,빠름
215,149,보통
124,57,보통
226,192,빠름
64,57,보통
73,117,보통
187,97,보통
32,147,보통
108,23,느림
223,40,느림
6,196,빠름
40,133,보통
74,59,보통
102,190,빠름
132,101,보통
63,153,빠름
32,191,빠름
96,61,보통
102,70,보통
90,23,느림
137,175,빠름
159,13,느림
233,84,보통
179,33,느림
104,137,보통
112,178,빠름
166,78,보통
232,48,느림
247,87,보통
224,27,느림
14,58,보통
62,110,보통
227,55,보통
158,16,느림
184,42,느림
116,73,보통
170,78,보통
76,108,보통
229,160,빠름
132,38,느림
30,22,느림
146,127,보통
81,142,보통
3,81,보통
150,138,보통
46,55,보통
65,12,느림
130,29,느림
138,9,느림
30,34,느림
147,129,보통
93,168,빠름
206,144,보통
237,22,느림
152,87,보통
145,155,빠름
7,169,빠름
61,51,보통
241,150,빠름
29,90,보통
72,124,보통
178,84,보통
73,199,빠름
79,127,보통
213,113,보통
226,122,보통
130,54,보통
92,44,느림
30,21,느림
216,98,보통
230,139,보통
10,108,보통
157,196,빠름
111,151,빠름
199,118,보통
142,107,보통
39,124,보통
174,168,빠름
22,64,보통
62,103,보통
83,67,보통
175,135,보통
212,134,보통
187,59,보통
159,137,보통
232,142,보통
190,37,느림
4,66,보통
230,181,빠름
194,55,보통
174,87,보통
115,142,보통
149,169,빠름
34,197,빠름
28,98,보통
229,175,빠름
228,70,보통
83,143,보통
216,151,빠름
247,97,보통
106,158,빠름
102,17,느림
226,185,빠름
212,94,보통
109,43,느림
238,21,느림
239,35,느림
4,170,빠름
82,127,보통
221,180,빠름
